NAME,ADDRESS,ZIPCODE,CITY,STATE,COUNTRY,result_num,osm_id,display_na,category,type,lat,long
Cologix,666 Walnut Street,50309,Des Moines,Iowa,USA,0,1056035461,"666, Walnut Street, Downtown, Des Moines, Polk County, Iowa, 50309, United States",place,house,41.58566504,-93.62536147
Flexential,5737 NE Huffman St.,97124,Hillsboro,Oregon,USA,0,471691760,"Flexential Portland - Hillsboro 2, 5737, Northeast Huffman Street, Hillsboro, Washington County, Oregon, 97124, United States",building,yes,45.5582844,-122.9170564
Amazon AWS,11801 Brewers Spring Rd,20109,Manassas,Virginia,USA,0,460059465,"Amazon IAD14, 11801, Brewers Spring Road, Manassas, Prince William County, Virginia, 20109, United States",building,data_center,38.78993595,-77.54822869
TPx Communications,717 N Harwood St,75201,Dallas,Texas,USA,0,30924363,"717 Harwood, 717, North Harwood Street, Downtown PID, Dallas, Dallas County, Texas, 75201, United States",building,office,32.7855324,-96.79804231
Windstream,500 E Rutherford,2129,Boston,Massachusetts,USA,0,8652545,"New Rutherford Avenue, Charlestown, Boston, Suffolk County, Massachusetts, 02129, United States",highway,primary,42.3756824,-71.0687184
TeraSwitch Networks Inc.,1016 North Lincoln Ave,15233,Pittsburgh,Pennsylvania,USA,0,10270169543,"Moonshot Museum, 1016, North Lincoln Avenue, Chateau, Pittsburgh, Allegheny County, Pennsylvania, 15233, United States",tourism,museum,40.4502572,-80.020206
EdgeConneX,1003 Donnelly Ave SW,30310,Atlanta,Georgia,USA,0,2768440665,"1003, Donnelly Avenue Southwest, Atlanta, Fulton County, Georgia, 30310, United States",place,house,33.7292773,-84.4204474
OneNeck IT Solutions,10290 W 70th St,55344,Eden Prairie,Minnesota,USA,0,6036413,"10290, West 70th Street, Eden Prairie, Hennepin County, Minnesota, 55344, United States",place,house,44.87673704,-93.40718353
Liquid Web,7025 N Scottsdale Rd,85253,Scottsdale,Arizona,USA,0,1202584891,"7025, North Scottsdale Road, Scottsdale, Maricopa County, Arizona, 85250, United States",building,yes,33.5406878,-111.924659
NTT Global Data Centers,44664 Guilford Drive,20147,Ashburn,Virginia,USA,0,300163083,"RagingWire Data Center VA1, 44664, Guilford Drive, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.0227549,-77.45482558
Data Foundry,4100 Smith School Rd,78744,Austin,Texas,USA,0,577628941,"Data Foundry - Texas 2, 4100, Smith School Road, Martinshore, Austin, Travis County, Texas, 78744, United States",office,it,30.19951605,-97.71288829
Colocation America,200 Paul Ave,94124,San Francisco,California,USA,0,289620443,"Digital Realty San Francisco SFO10, 200, Paul Avenue, Bayview District, San Francisco, California, 94134, United States",building,data_center,37.72345945,-122.3979578
Hivelocity,1515 Round Table Dr,75247,Dallas,Texas,USA,0,465032380,"1515, Round Table Drive, Dallas, Dallas County, Texas, 75247, United States",building,commercial,32.83790805,-96.87839317
SoftLayer,390 Benmar Drive,77060,Houston,Texas,USA,0,332204226,"390, Benmar Drive, North Houston District, Houston, Harris County, Texas, 77060, United States",place,house,29.94371755,-95.40337073
Sabey Data Center Properties LLC,3355 35th Ave S,98168,Tukwila,Washington,USA,0,283700920,"35th Avenue South, Riverton, Tukwila, King County, Washington, 98168, United States",highway,residential,47.4888389,-122.2884461
"ServePath, LLC",360 Spear St,94105,San Francisco,California,USA,0,192307107,"360 Spear Street Data Center, 360, Spear Street, Rincon Hill, South of Market, San Francisco, California, 94105, United States",building,data_center,37.78899165,-122.3901367
Synoptek,11 Great Oaks Blvd,95119,San Jose,California,USA,0,35491576,"Equinix SV1, 11, Great Oaks Boulevard, San Jose, Santa Clara County, California, 95119, United States",building,data_center,37.24160355,-121.7833185
STACK INFRASTRUCTURE,8135 NE Evergreen Pkwy,97124,Hillsboro,Oregon,USA,0,328702378,"Stack Infrastructure Portland 2 Data Center, 8135, Northeast Evergreen Parkway, Tanasbourne, Hillsboro, Washington County, Oregon, 97124, United States",building,yes,45.5473804,-122.8972723
DataBank,14926 Pony Express Road,84065,Bluffdale,Utah,USA,0,1268084125,"Pony Express Road, Bluffdale, Salt Lake County, Utah, 84020, United States",highway,tertiary,40.485473,-111.900511
CoreSite,2905 Stender Way,95054,Santa Clara,California,USA,0,25356245,"2905, Stender Way, Santa Clara, Santa Clara County, California, 95054, United States",place,house,37.37456657,-121.9697088
Rackspace Hosting,44461 Chilum Place,20147,Ashburn,Virginia,USA,0,300162675,"Digital Realty ACC6, 44461, Chilum Place, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.0210265,-77.46357334
Iron Mountain Data Centers,3003 Woodbridge Ave.,8837,Edison,New Jersey,USA,0,204316962,"IO Datacenter, 3003, Woodbridge Avenue, Bonhamtown, Edison, Middlesex County, New Jersey, 07054, United States",building,yes,40.52082485,-74.3474166
5NINES,222 W Washington Ave,53703,Madison,Wisconsin,USA,0,242633123,"222, West Washington Avenue, Bassett, Madison, Dane County, Wisconsin, 53703, United States",building,office,43.07326795,-89.38707572
"Citynet, LLC",3600 University Ave,26505,Star City,West Virginia,USA,0,96945498,"3600, University Avenue, Brewer Hill, Star City, Monongalia County, West Virginia, 26505, United States",place,house,39.65951252,-79.99026026
QTS Data Centers,2805/2807 Mission College Blvd,95054,Santa Clara,California,USA,0,415827758,"Mission College Boulevard, Agnew, Santa Clara, Santa Clara County, California, 95054, United States",highway,secondary,37.3888866,-121.9657136
EdgeConneX,3800 Village Ave,23502,Norfolk,Virginia,USA,0,407221671,"3800, Village Avenue, Norfolk Industrial Park, Norfolk, Virginia, 23502, United States",building,commercial,36.861936,-76.23550451
Shorenstein,707 Wilshire Boulevard,90017,Los Angeles,California,USA,0,10683067406,"MGAC Los Angeles, 707, Wilshire Boulevard, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90017, United States",office,consulting,34.0492822,-118.256963
"Tel-NetworksUSA, LLC",885 South Richard Charles Beall Blvd,32713,Debary,Florida,USA,0,8641418954,"885, Charles Richard Beall Boulevard, Valdez, DeBary, Volusia County, Florida, 32713, United States",place,house,28.8459043,-81.3209495
Cleardata Networks,4250 E. Camelback Rd.,85018,Phoenix,Arizona,USA,0,1288773870,"4250, East Camelback Road, Phoenix, Maricopa County, Arizona, 85018, United States",building,yes,33.51141705,-111.9891801
TierPoint,322 E. Archer,74120,Tulsa,Oklahoma,USA,0,1018369636,"322, East Archer Street, Greenwood District, Tulsa, Tulsa County, Oklahoma, 74120, United States",place,house,36.15872857,-95.98886624
Unknown Company,1220 L Street NW,20005,Washington D.C.,District of Columbia,USA,0,4134255300,"Shred Nations, 1220, L Street Northwest, Downtown, Ward 2, Washington, District of Columbia, 20005, United States",office,company,38.9033399,-77.0290413
Amazon AWS,21195-21215 Atlantic Blvd,20166,Sterling,Virginia,USA,0,90055827,"Atlantic Boulevard, Sterling, Loudoun County, Virginia, 29166, United States",highway,secondary,39.0099041,-77.4296313
Pearl Technology,303 E Washington Street,61571,Bloomington,Illinois,USA,0,1120920649,"303, East Washington Street, Dimmitt's Grove, Bloomington, McLean County, Illinois, 61701, United States",place,house,40.47956014,-88.9907191
CyberLynk Network Inc,10125 S. 52nd Street,53132,Franklin,Wisconsin,USA,0,664939030,"CyberLynk, 10125, South 52nd Street, Franklin Business Park, Franklin, Milwaukee County, Wisconsin, 53132, United States",building,yes,42.8618895,-87.98284104
Lumen,3220 N 3rd St,85012,Phoenix,Arizona,USA,0,538784172,"3220, North 3rd Street, Encanto, Phoenix, Maricopa County, Arizona, 85012, United States",place,house,33.48412571,-112.0695276
CROWN CASTLE,115 Bi County Boulevard,11735,Farmingdale,New York,USA,0,20246847,"115, Bi-County Boulevard, Maywood, East Farmingdale, Town of Babylon, Suffolk County, New York, 11735, United States",place,house,40.7275837,-73.42749935
Evocative Data Centers,2260 E El Segundo Blvd,90245,El Segundo,California,USA,0,424945852,"DRT LAX12, 2260, East El Segundo Boulevard, El Segundo, California, 90245, United States",building,data_center,33.915514,-118.3846185
Digital Realty,2200 Busse Road,60007,Elk Grove Village,Illinois,USA,0,128499684,"Digital Realty CH1, 2200, Busse Road, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",building,data_center,41.9942301,-87.96223157
The BlackChamber Group,Crosstrail Blvd,20175,Leesburg,Virginia,USA,0,725205904,"Crosstrail Boulevard, Potomac Station, Leesburg, Loudoun County, Virginia, 20176, United States",highway,secondary,39.0910771,-77.5176235
Digital Realty,5870 NE Schaaf Street,97124,Hillsboro,Oregon,USA,0,1153935547,"Northeast Schaaf Street, North Hillsboro, Hillsboro, Washington County, Oregon, 97129, United States",highway,unclassified,45.5694419,-122.9230642
QTS Data Centers,1160 N. Gun Club Rd,80018,Aurora,Colorado,USA,0,17009908,"1160, Gun Club Road, Aurora, Arapahoe County, Colorado, 80018, United States",place,house,39.73233338,-104.7158893
Amazon AWS,79536-79553 Rippee Rd,97818,Boardman,Oregon,USA,0,9719239113,"79536, Rippee Road, Port of Morrow, Boardman, Morrow County, Oregon, 97818, United States",place,house,45.8408132,-119.6550502
EvoSwitch,9651 Hornbaker Road,20109,Manassas,Virginia,USA,0,224100721,"COPT Data Center, 9651, Hornbaker Road, Manassas, Prince William County, Virginia, 20109, United States",building,data_center,38.74728305,-77.53182645
Lumen,512 SE 8th Avenue,79101,Amarillo,Texas,USA,0,21180971,"Southeast 8th Avenue, Amarillo, Potter County, Texas, 79105, United States",highway,residential,35.2045125,-101.829286
Prime Data Centers,1701 Midway Ct,60007,Elk Grove Village,Illinois,USA,0,24079980,"1701, Midway Court, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",place,house,42.02485046,-87.96172076
DataBank,11200 Lakeview Ave,66219,Lenexa,Kansas,USA,0,1024384315,"11200, Lakeview Avenue, Southlake Technology Park, Lackmans, Lenexa, Johnson County, Kansas, 66219, United States",building,yes,38.92627245,-94.76862866
EdgeConneX,2070 Gause Blvd E,70461,Slidell,Louisiana,USA,0,13499623,"2070, Gause Boulevard East, Pearl Acres, Slidell, St. Tammany Parish, Louisiana, 70461, United States",place,house,30.28545497,-89.74132474
Amazon AWS,10301 Tanner Way,20110,Manassas,Virginia,USA,0,958057048,"Tanner Way, Manassas, Prince William County, Virginia, 20110, United States",highway,unclassified,38.7381302,-77.5035909
AT&T Inc.,221 W Winton Ave,94544,Hayward,California,USA,0,479163424,"221, West Winton Avenue, Hayward, Alameda County, California, 94541, United States",building,yes,37.6598417,-122.0969087
ColoCrossing,101 Possumtown Rd.,8854,Piscataway,New Jersey,USA,0,362662493,"QTS Piscataway, 101, Possumtown Road, Possumtown, Piscataway Township, Middlesex County, New Jersey, 08854, United States",building,data_center,40.5574623,-74.48445497
"Silicon Valley Colocation, Inc.",1111 Karlstad,94089,Sunnyvale,California,USA,0,51256251,"1111, Karlstad Drive, Tasman Crossing, Sunnyvale, Santa Clara County, California, 94089, United States",place,house,37.40084718,-122.0134966
DataBank,14860 Pony Express Rd,84065,Bluffdale,Utah,USA,0,1268084125,"Pony Express Road, Bluffdale, Salt Lake County, Utah, 84020, United States",highway,tertiary,40.485473,-111.900511
Equinix,350 E Cermak Rd,60616,Chicago,Illinois,USA,0,10910879064,"Digital Realty ORD10, 350, East Cermak Road, Near South Side, Chicago, Cook County, Illinois, 60616, United States",place,house,41.8533507,-87.6183067
Digital Realty,21744 Sir Timothy Dr,20147,Ashburn,Virginia,USA,0,701923204,"Digital Realty ACC10, 21744, Sir Timothy Drive, Ashburn, Loudoun County, Virginia, 20174, United States",building,data_center,39.01268175,-77.46540036
American Tower Corporation,2374 Fairburn Road Southwest,30303,Atlanta,Georgia,USA,0,275019684,"2374, Fairburn Road Southwest, Ben Hill, Atlanta, Fulton County, Georgia, 30331, United States",building,yes,33.6903834,-84.51117176
CyrusOne Data Centers,Eldamain Rd,60545,Yorkville,Illinois,USA,0,1107157232,"Eldamain Road, Fox, Yorkville, Fox Township, Kendall County, Illinois, 60545, United States",highway,secondary,41.6301586,-88.4944394
Sabey Data Center Properties LLC,12101-12301 Tukwila International Blvd,98168,Tukwila,Washington,USA,0,337126739,"Intergate Seattle West Building C, 12101, Tukwila International Boulevard, Tukwila, King County, Washington, 98168, United States",building,yes,47.494135,-122.2944103
Lumen,1400 Kifer Road,98108,Sunnyvale,California,USA,0,464915236,"Kifer Road, Sunnyvale, Santa Clara County, California, 95086, United States",highway,secondary,37.3738931,-121.9949182
Centersquare,21571 Beaumeade Circle,20147,Ashburn,Virginia,USA,0,460175666,"Evoque Ashburn WDC1, 21571, Beaumeade Circle, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.021851,-77.45258907
"Indiana Data Center, LLC.",620 W. Coliseum Boulevard,46808,Fort Wayne,Indiana,USA,0,5587105384,"620, West Coliseum Boulevard, Fort Wayne, Allen County, Indiana, 46808, United States",place,house,41.1181645,-85.1519073
Equinix,50 NE 9th Street,33132,Miami,Florida,USA,0,6085499304,"50, Northeast 9th Street, Miami, Miami-Dade County, Florida, 33132, United States",place,house,25.7825762,-80.1927703
"CeraNet, Inc.",4151 Executive Pkwy,43081,Westerville,Ohio,USA,0,632281051,"Fortis College, 4151, Executive Parkway, Pinhook, Westerville, Blendon Township, Franklin County, Ohio, 43081, United States",building,college,40.08300255,-82.90022141
Evocative Data Centers,3080 Raymond Street,95054,Santa Clara,California,USA,0,37947315,"3080, Raymond Street, Santa Clara, Santa Clara County, California, 95054, United States",building,data_center,37.3780464,-121.9541277
PhoenixNAP,2353 W University Dr,85281,Tempe,Arizona,USA,0,257053224,"2353, West University Drive, Tempe, Maricopa County, Arizona, 85281, United States",building,yes,33.4214528,-111.9743481
The Wilson Company,655 North Franklin Street,33602,Tampa,Florida,USA,0,203993896,"655, North Franklin Street, Clarkes, Tampa, Hillsborough County, Florida, 33602, United States",place,house,27.94959702,-82.45868178
Novva,6115 Nicco Way,89115,Las Vegas,Nevada,USA,0,689597060,"North Nicco Way, North Las Vegas, Clark County, Nevada, 89115, United States",highway,tertiary,36.2624983,-115.0479666
CyrusOne Data Centers,55 Myers Corners Road,12590,Wappingers Falls,New York,USA,0,8448053328,"55, Myers Corners Road, Village of Wappingers Falls, Town of Wappinger, Dutchess County, New York, 12590, United States",place,house,41.5916937,-73.8981511
"UnitedLayer, Inc.",200 Paul Ave,94124,San Francisco,California,USA,0,289620443,"Digital Realty San Francisco SFO10, 200, Paul Avenue, Bayview District, San Francisco, California, 94134, United States",building,data_center,37.72345945,-122.3979578
Fitchburg Fiber,166 Boulder Drive,1420,Fitchburg,Massachusetts,USA,0,430881737,"166, Boulder Drive, Fitchburg, Worcester County, Massachusetts, 01420, United States",building,commercial,42.58183415,-71.80142351
Equinix,44470 Chilum Place,20147,Ashburn,Virginia,USA,0,298242260,"Equinix DC3, 44470, Chilum Place, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.0220753,-77.46078439
Stream Data Centers,1813 Lookout Drive,75044,Garland,Texas,USA,0,1085030834,"Lookout Drive, Garland, Dallas County, Texas, 75082, United States",highway,secondary,32.982609,-96.6555327
Amazon AWS,6645-6685 Crosby Court,43016,Dublin,Ohio,USA,0,351494484,"Crosby Court, Dublin, Washington Township, Franklin County, Ohio, 43002, United States",highway,unclassified,40.1048611,-83.1988675
Skybox Datacenters,600 New Meister Ln,78660,Pflugerville,Texas,USA,0,15388777,"New Meister Lane, Spring Trails, Pflugerville, Travis County, Texas, 78664, United States",highway,tertiary,30.4814049,-97.629691
Data Foundry,4100 Smith School Road,78744,Austin,Texas,USA,0,577628941,"Data Foundry - Texas 2, 4100, Smith School Road, Martinshore, Austin, Travis County, Texas, 78744, United States",office,it,30.19951605,-97.71288829
LightEdge,1148 American Parkway,68046,Papillion,Nebraska,USA,0,14208738,"1148, American Parkway, Papillion, Sarpy County, Nebraska, 68046, United States",place,house,41.15954502,-96.02600731
QTS Data Centers,9400 Godwin Drive,20110,Manassas,Virginia,USA,0,217393320,"Godwin Drive, Manassas, Virginia, 20109, United States",highway,primary,38.751781,-77.508964
Switch,4495 E Sahara Avenue,89104,Las Vegas,Nevada,USA,0,1017460713,"Switch Las Vegas 4, 4495, East Sahara Avenue, Las Vegas, Clark County, Nevada, 89104, United States",building,yes,36.143646,-115.0767788
Switch,7365 Lindell Rd.,89139,Las Vegas,Nevada,USA,0,14296875,"7365, Lindell Road, Enterprise, Clark County, Nevada, 89139, United States",place,house,36.05545218,-115.2164647
Element Critical,711 N. Edgewood Ave.,60191,Wood Dale,Illinois,USA,0,384690290,"Element Critical CH1, 711, North Edgewood Avenue, Wood Dale, Addison Township, DuPage County, Illinois, 60191, United States",building,industrial,41.97571745,-87.96465677
"Optic Fusion, Inc.",1101 A St.,98402,Tacoma,Washington,USA,0,32506347,"1101, A Street, Downtown Tacoma, Tacoma, Pierce County, Washington, 98402, United States",building,yes,47.25292555,-122.4366471
"Cogent Communications, Inc.",530 W 6th St,90017,Los Angeles,California,USA,0,1036488639,"530, West 6th Street, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States",place,house,33.73884114,-118.288639
Rowan Digital Infrastructure,19900 Byron Rd,95391,Tracy,California,USA,0,191002448,"Byron Road, Belconte, Tracy, San Joaquin County, California, 95304, United States",highway,service,37.7411254,-121.4509119
Verizon Communications Inc.,2401 Portsmouth Street,77098,Houston,Texas,USA,0,307067346,"2401, Portsmouth Street, Greenway / Upper Kirby, Houston, Harris County, Texas, 77098, United States",place,house,29.733401,-95.416467
DataBank,707 Wilshire Blvd,90017,Los Angeles,California,USA,0,10683067406,"MGAC Los Angeles, 707, Wilshire Boulevard, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90017, United States",office,consulting,34.0492822,-118.256963
DataBank,111 8th Ave,10011,Manhattan,New York,USA,0,2601893113,"Google, 111, 8th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",office,company,40.7417176,-74.0041592
Amazon AWS,6675 Crosby Court,43016,Dublin,Ohio,USA,0,1297217752,"Crosby Court, Dublin, Washington Township, Franklin County, Ohio, 43002, United States",highway,unclassified,40.1060367,-83.1989981
Long Beach Data Center,3910 E 7th St.,90804,Long Beach,California,USA,0,242978233,"3910, East 7th Street, Long Beach, California, 90804, United States",place,house,33.77524293,-118.1465249
Expedient Data Centers,7347 S Revere Pkwy,80112,Centennial,Colorado,USA,0,4533997690,"Air Training Support, 7347, South Revere Parkway, Centennial, Arapahoe County, Colorado, 80112, United States",office,company,39.5819495,-104.8424707
Xogenous,1175 Fairview Drive,89701,Carson City,Nevada,USA,0,462640741,"1175, Fairview Drive, Carson City, Nevada, 89701, United States",place,house,39.149828,-119.755011
Lumen,1313 53rd Street,94608,Emeryville,California,USA,0,6396645,"1313, 53rd Street, Emeryville, Alameda County, California, 94608, United States",place,house,37.83612411,-122.2870154
Prime Data Centers,1501 Midway Court,60007,Elk Grove Village,Illinois,USA,0,24079980,"1501, Midway Court, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",place,house,42.025285,-87.964361
Databridge Sites,4267 Meridian Parkway,60504,Aurora,Illinois,USA,0,1099773187,"4267, Meridian Parkway, Meridian Business Campus, Aurora, Naperville Township, DuPage County, Illinois, 60504, United States",place,house,41.77301074,-88.21732461
Markley Group LLC.,1 Markley Way,1852,Lowell,Massachusetts,USA,0,8889172,"Markley Way, Bleachery, Lowell, Middlesex County, Massachusetts, 01825, United States",highway,service,42.6293284,-71.3065635
Lumen,5959 Corporate Drive,77036,Houston,Texas,USA,0,477775687,"5959 Corporate Drive, 5959, Corporate Drive, Chinatown, Houston, Harris County, Texas, 77036, United States",building,commercial,29.7132535,-95.55049687
RackSquared,325 E. Spring Street,43215,Columbus,Ohio,USA,0,21385442,"325, East Spring Street, Warehouse District, Columbus, Franklin County, Ohio, 43215, United States",place,house,39.96701584,-82.99281869
Lumen,4901 Westway Drive,78408,Corpus Christi,Texas,USA,0,21156599,"4901, Westway Drive, Corpus Christi, Nueces County, Texas, 78408, United States",place,house,27.79362095,-97.4522855
STACK INFRASTRUCTURE,4735 NE Starr Blvd,97124,Hillsboro,Oregon,USA,0,1019811101,"4735, Northeast Starr Boulevard, North Hillsboro, Hillsboro, Washington County, Oregon, 97124, United States",place,house,45.55576498,-122.9364918
Gotspace Data Partners,775-965 Northrop Rd,6492,Wallingford,Connecticut,USA,0,17229546,"775, Northrop Road, Wallingford, South Central Connecticut Planning Region, 06492, United States",place,house,41.48646141,-72.77018331
Lumen,110 South Arlington Street,44311,Akron,Ohio,USA,0,270532109,"110, South Arlington Street, Middlebury, Akron, Summit County, Ohio, 44306, United States",place,house,41.06956942,-81.49075821
365 Data Centers,325 Hudson St,10013,New York,New York,USA,0,9718458822,"Village of Cornwall-on-Hudson, 325, Hudson Street, Village of Cornwall-on-Hudson, Town of Cornwall, Orange County, New York, 12520, United States",office,government,41.4436898,-74.0215521
Amazon AWS,2305 Mission College Blvd,95054,Santa Clara,California,USA,0,415827764,"2305, Mission College Boulevard, Agnew, Santa Clara, Santa Clara County, California, 95054, United States",place,house,37.3887231,-121.9668334
Equinix,275 Hartz Way,7094,Secaucus,New Jersey,USA,0,193611219,"Equinix NY2 Data Center, 275, Hartz Way, Harmon Cove, Secaucus, Hudson County, New Jersey, 07094, United States",building,data_center,40.77758225,-74.07594032
WIN Technology,417 Pine St,54301,Green Bay,Wisconsin,USA,0,590293025,"417, Pine Street, Downtown, Green Bay, Town of Ledgeview, Brown County, Wisconsin, 54301, United States",place,house,44.51519349,-88.01157608
Lumen,102 S. Tejon Street,80903,Colorado Springs,Colorado,USA,0,6716581746,"Freedom Financial Services, 102, South Tejon Street, Colorado Springs, El Paso County, Colorado, 80903, United States",office,financial,38.8322026,-104.8240145
CVM,780 East Main Street,6405,Branford,Connecticut,USA,0,8969419584,"780, East Main Street, Branford, South Central Connecticut Planning Region, 06405, United States",place,house,41.3082761,-72.7521495
Digiport,200 SE 1st Street,33131,Miami,Florida,USA,0,6085440629,"200, Southeast 1st Street, Torch of Friendship, Miami, Miami-Dade County, Florida, 33131, United States",place,house,25.7733112,-80.1900581
"Handy Networks, LLC",1801 California St,80202,Denver,Colorado,USA,0,304666082,"1801 California Street Building, 1801, California Street, Central Business District, Denver, Colorado, 80202, United States",building,commercial,39.7479189,-104.989213
ColoXchange,3422 Neeham Rd,89030,Las Vegas,Nevada,USA,0,14309518,"3422, Neeham Road, North Las Vegas, Clark County, Nevada, 89030, United States",place,house,36.2317248,-115.1025107
Equinix,44740 Performance Circle,20147,Ashburn,Virginia,USA,0,1123249721,"Equinix DC16, 44740, Performance Circle, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.02425725,-77.45232688
Hurricane Electric,48233 Warm Springs Blvd,94539,Fremont,California,USA,0,384310269,"Hurricane Electric Fremont 2, 48233, Warm Springs Boulevard, Curtner, Fremont, Alameda County, California, 94539, United States",building,yes,37.47183805,-121.9203315
Lumen,240 Scott Street,14204,Buffalo,New York,USA,0,280277785,"240, Scott Street, Cobblestone District, Buffalo, Erie County, New York, 14204, United States",place,house,42.87573076,-78.86786712
Lumen,1111 Main St.,64105,Kansas City,Missouri,USA,0,1889235203,"Jason's Deli, 1111, Main Street, Central Downtown, Central Business District KC, Downtown Kansas City, Kansas City, Jackson County, Missouri, 64106, United States",amenity,restaurant,39.1009781,-94.5823996
Amazon AWS,8158 Sudley Rd,20109,Manassas,Virginia,USA,0,222966402,"8158, Sudley Road, Crestwood Village, Manassas, Prince William County, Virginia, 20109, United States",building,yes,38.77651475,-77.50768105
Tata Communications,32 Avenue,10014,New York,New York,USA,0,779692395,"32, 79th Avenue, Village of New Hyde Park, Town of North Hempstead, Nassau County, New York, 11040, United States",building,house,40.7489601,-73.70004562
Consuro Managed Technology,801 Cherry Street,76102,Fort Worth,Texas,USA,0,178620651,"Burnett Plaza, 801, Cherry Street, Downtown Fort Worth, Fort Worth, Tarrant County, Texas, 76102, United States",building,office,32.75045215,-97.33455764
DataBank,1150 White Street Southwest,30310,Atlanta,Georgia,USA,0,9253139,"1150, White Street Southwest, West End, Atlanta, Fulton County, Georgia, 30310, United States",place,house,33.73394131,-84.42451984
H5 Data Centers,925 Dalton Ave,45203,Cincinnati,Ohio,USA,0,745237844,"925, Dalton Avenue, Queensgate, Cincinnati, Hamilton County, Ohio, 45203, United States",place,house,39.1060069,-84.53646063
TPx Communications,1099 15th St,95814,Sacramento,California,USA,0,176483737,"1099, 15th Street, Downtown, Sacramento, Sacramento County, California, 95814, United States",place,house,38.578011,-121.486633
Centersquare,15 Enterprise Ave North,7094,Secaucus,New Jersey,USA,0,605481999,"15, Enterprise Avenue North, Secaucus, Hudson County, New Jersey, 07094, United States",place,house,40.7876524,-74.06708765
Colocation America,36 NE 2nd St,33132,Miami,Florida,USA,0,4761806199,"36, Northeast 2nd Street, Torch of Friendship, Miami, Miami-Dade County, Florida, 33132, United States",place,house,25.7758419,-80.1929625
Equinix,1515 Aldine Meadows Road,77032,Houston,Texas,USA,0,15327887,"1515, Aldine Meadows Road, Aldine North, Houston, Harris County, Texas, 77032, United States",place,house,29.93519837,-95.35647981
Lumen,1 S Main St,45402,Dayton,Ohio,USA,0,6611933813,"Wright-Patt Credit Union, 1, South Main Street, East Second Street Historic District, Dayton, Montgomery County, Ohio, 45402, United States",amenity,atm,39.7593045,-84.1921187
WOW Business/E Solutions,226 North 5th Street,43215,Columbus,Ohio,USA,0,21415525,"North 5th Street, Warehouse District, Columbus, Franklin County, Ohio, 43216, United States",highway,residential,39.9643329,-82.9946608
Metro Edge,1951 W Hastings St,60608,Chicago,Illinois,USA,0,24079355,"1951, West Hastings Street, Illinois Medical District, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",place,house,41.86396964,-87.67496863
Iron Mountain Data Centers,171 Bearfoot Rd.,1532,Northborough,Massachusetts,USA,0,737542297,"Iron Mountain, 171, Bearfoot Road, Northborough, Worcester County, Massachusetts, 01503, United States",office,company,42.3404301,-71.63988858
"Advanced Internet Technologies, Inc.",421 Maiden Lane,28301,Fayetteville,North Carolina,USA,0,608532859,"421, Maiden Lane, Fayetteville, Cumberland County, North Carolina, 28301, United States",place,house,35.05539281,-78.8826612
Lumen,130 W 2nd St,45402,Dayton,Ohio,USA,0,6515248885,"Table 33, 130, West 2nd Street, East Second Street Historic District, Dayton, Montgomery County, Ohio, 45423, United States",amenity,restaurant,39.7602641,-84.1952543
1547 Critical Systems Realty,921 SW Washington St,97205,Portland,Oregon,USA,0,3732415309,"The Pittock Internet Exchange, 921, Southwest Washington Street, Downtown, Portland, Multnomah County, Oregon, 97205, United States",place,house,45.5214248,-122.680562
CyrusOne Data Centers,4600 McAuley Place,45242,Blue Ash,Ohio,USA,0,19070216,"4600, McAuley Place, CIC Industrial Park, Blue Ash, Hamilton County, Ohio, 45242, United States",place,house,39.244592,-84.380562
Fusion Connect,118 N. Stevens St,99201,Spokane,Washington,USA,0,6153489,"118, North Stevens Street, Riverside, Spokane, Spokane County, Washington, 99201, United States",place,house,47.65868482,-117.4194268
Energy Transfer,7210 Ardmore,77054,Houston,Texas,USA,0,368764658,"7210, Ardmore Street, Central City, South Lawn, Houston, Harris County, Texas, 77054, United States",place,house,29.69225089,-95.38002922
TrueNet,24 Hagerty Blvd,19382,West Chester,Pennsylvania,USA,0,284939594,"24, Hagerty Boulevard, West Goshen Township, Chester County, Pennsylvania, 19382, United States",building,commercial,39.94748605,-75.5814288
Amazon AWS,45900 Pathfinder Plz,20165,Sterling,Virginia,USA,0,701924667,"Amazon IAD90, 45900, Pathfinder Plaza, Sterling, Loudoun County, Virginia, 20166, United States",building,data_center,38.98860285,-77.41165189
Airiam,1040 Cottonwood Ave,53029,Hartland,Wisconsin,USA,0,11543423634,"1040, Cottonwood Avenue, River Reserve, Hartland, Waukesha County, Wisconsin, 53029, United States",place,house,43.0839604,-88.3507854
